,model,perturbation,latent_dim,cell_r2,cell_l2,cell_mmd,dataset_name
532,scgen,ixazomib,8,0.8518044254958477,0.7147999744361256,0.0272894823859353,4i-melanoma-8h-48
533,w1ot,ixazomib,8,0.9550551916444,0.5665405564349227,0.0043173039729928,4i-melanoma-8h-48
534,w2ot,ixazomib,8,0.9903659432700354,0.1720212728578028,0.0031218899745077,4i-melanoma-8h-48
535,identity,cisplatin,8,0.3469243503789219,0.563852660251354,0.0084497196538925,4i-melanoma-8h-48
536,observed,cisplatin,8,0.9731908943029528,0.1081570730082664,0.0020220110198527,4i-melanoma-8h-48
537,scgen,cisplatin,8,0.8531133121741883,0.2631421141832814,0.0107728652185868,4i-melanoma-8h-48
538,w1ot,cisplatin,8,0.741803871017906,0.3390748806341694,0.0044704018168511,4i-melanoma-8h-48
539,w2ot,cisplatin,8,0.7463575849505969,0.3756486449437431,0.0037288537202533,4i-melanoma-8h-48
540,identity,melphalan,8,0.5752761049487534,0.4433554503244109,0.0055485359990458,4i-melanoma-8h-48
541,observed,melphalan,8,0.9620843051235428,0.1134129115918674,0.002016623607085,4i-melanoma-8h-48
542,scgen,melphalan,8,0.9033015601167916,0.1761775668552488,0.0056486536614103,4i-melanoma-8h-48
543,w1ot,melphalan,8,0.8656665011995128,0.2382282769256512,0.0030609769160991,4i-melanoma-8h-48
544,w2ot,melphalan,8,0.8196987363905099,0.2545984606949816,0.0026940421483446,4i-melanoma-8h-48
545,identity,trametinib,8,0.2724170927276746,1.551450803375903,0.0491247993953269,4i-melanoma-8h-48
546,observed,trametinib,8,0.9952795508727076,0.1082423183310202,0.0018240645757354,4i-melanoma-8h-48
547,scgen,trametinib,8,0.8475867886501812,0.6274744833243987,0.0162545396969962,4i-melanoma-8h-48
548,w1ot,trametinib,8,0.9857899972347756,0.2180625098023834,0.0020764532332292,4i-melanoma-8h-48
549,w2ot,trametinib,8,0.9936691465955834,0.1271458160676817,0.0018889665169593,4i-melanoma-8h-48
550,identity,ulixertinib,8,0.2984971114977967,1.7433613680786817,0.0541625057226358,4i-melanoma-8h-48
551,observed,ulixertinib,8,0.987848866993682,0.228556587588655,0.0024955958583275,4i-melanoma-8h-48
552,scgen,ulixertinib,8,0.9534371452858904,0.445414377513987,0.0139380814161428,4i-melanoma-8h-48
553,w1ot,ulixertinib,8,0.9940112593401628,0.2578806048138925,0.0027415496686434,4i-melanoma-8h-48
554,w2ot,ulixertinib,8,0.99279084024955,0.1729864538157742,0.002762109135588,4i-melanoma-8h-48
555,identity,cisplatin,8,0.3560528006556087,0.5552862787511218,0.0082551533757599,4i-melanoma-8h-48
556,observed,cisplatin,8,0.9357118991604396,0.1838851870570321,0.0025733462050218,4i-melanoma-8h-48
557,scgen,cisplatin,8,0.8296626258841953,0.3557830776969222,0.0106034542468776,4i-melanoma-8h-48
558,w1ot,cisplatin,8,0.7649065358691512,0.3366570917531425,0.0044905483137158,4i-melanoma-8h-48
559,w2ot,cisplatin,8,0.9219233116084627,0.2003264734067485,0.0028807462144033,4i-melanoma-8h-48
560,identity,pomalidomide,8,0.0503232725659159,1.967152025398191,0.0470215306050723,4i-melanoma-8h-48
561,observed,pomalidomide,8,0.9804104219021024,0.2308102542988791,0.0023709080174199,4i-melanoma-8h-48
562,scgen,pomalidomide,8,0.7506628858876602,0.8678626670185615,0.0372969956659063,4i-melanoma-8h-48
563,w1ot,pomalidomide,8,0.9528638226538074,0.4189368654066015,0.0035748860594279,4i-melanoma-8h-48
564,w2ot,pomalidomide,8,0.9793470114066308,0.2343847943748403,0.0036123963196633,4i-melanoma-8h-48
565,identity,vemurafenib,8,0.1319199260859536,1.6006863833692504,0.040006306208983,4i-melanoma-8h-48
566,observed,vemurafenib,8,0.9865800173483358,0.2434698669211581,0.0021170114312382,4i-melanoma-8h-48
567,scgen,vemurafenib,8,0.9830002542769752,0.2644607286999516,0.0149897804289244,4i-melanoma-8h-48
568,w1ot,vemurafenib,8,0.9887099620583872,0.2111922422953193,0.0027401725099827,4i-melanoma-8h-48
569,w2ot,vemurafenib,8,0.9923177446747744,0.1729165940331615,0.0029516128665235,4i-melanoma-8h-48
570,identity,decitabine,8,0.6819863979847192,0.3239180408810709,0.0045357729443348,4i-melanoma-8h-48
571,observed,decitabine,8,0.8242882432587092,0.2362824355246337,0.0024096197732051,4i-melanoma-8h-48
572,scgen,decitabine,8,0.8561969930766972,0.1993254404388955,0.0073569445285575,4i-melanoma-8h-48
573,w1ot,decitabine,8,0.8904027600530172,0.1922324109833477,0.0028861695744106,4i-melanoma-8h-48
574,w2ot,decitabine,8,0.9127389259480608,0.1634854472043202,0.0025967670737946,4i-melanoma-8h-48
575,identity,regorafenib,8,0.1253519466018535,1.4120363388905128,0.0350365199119278,4i-melanoma-8h-48
576,observed,regorafenib,8,0.980731337376764,0.2174864848399313,0.0022439938289443,4i-melanoma-8h-48
577,scgen,regorafenib,8,0.96099663259168,0.312845568102114,0.0095706384596595,4i-melanoma-8h-48
578,w1ot,regorafenib,8,0.9765119079529212,0.2500461888742233,0.0027444906996534,4i-melanoma-8h-48
579,w2ot,regorafenib,8,0.9576717585501304,0.3417212406316952,0.0038344186671752,4i-melanoma-8h-48
580,identity,dexamethasone,8,0.6259221203979426,0.7270365264928554,0.0137806307859012,4i-melanoma-8h-48
581,observed,dexamethasone,8,0.9507628671655384,0.2443468319515147,0.0022854169551015,4i-melanoma-8h-48
582,scgen,dexamethasone,8,0.814249949453642,0.4545908402763721,0.0111148769559889,4i-melanoma-8h-48
583,w1ot,dexamethasone,8,0.963558424829874,0.211059322446902,0.0025311606793592,4i-melanoma-8h-48
584,w2ot,dexamethasone,8,0.955383374560317,0.2426736658408641,0.0040308906018328,4i-melanoma-8h-48
585,identity,trametinib,8,0.3313690121038427,1.4847144783502988,0.047302522866931,4i-melanoma-8h-48
586,observed,trametinib,8,0.9832956233073455,0.2065320385490811,0.0029367023717519,4i-melanoma-8h-48
587,scgen,trametinib,8,0.9337062089283176,0.4431454312427871,0.0101425168423102,4i-melanoma-8h-48
588,w1ot,trametinib,8,0.985468716328692,0.1929171905602296,0.002800109022198,4i-melanoma-8h-48
589,w2ot,trametinib,8,0.9732443538715976,0.251128007949833,0.0031944047617304,4i-melanoma-8h-48
590,identity,hydroxyurea,8,0.2779060142302917,0.6566313360179398,0.0096701051942016,4i-melanoma-8h-48
591,observed,hydroxyurea,8,0.9504030863744336,0.2095840674279581,0.002140659343519,4i-melanoma-8h-48
592,scgen,hydroxyurea,8,0.8745694396402508,0.2782914218742325,0.0094756121008603,4i-melanoma-8h-48
593,w1ot,hydroxyurea,8,0.8751657056303831,0.271408682220621,0.0027852118748105,4i-melanoma-8h-48
594,w2ot,hydroxyurea,8,0.9252214348903822,0.2121325916558929,0.0026066461372255,4i-melanoma-8h-48
595,identity,cisplatin,8,0.4064347344131455,0.5250458421797934,0.0078779888468164,4i-melanoma-8h-48
596,observed,cisplatin,8,0.9547844751258456,0.1410870442427769,0.0022596283287418,4i-melanoma-8h-48
597,scgen,cisplatin,8,0.8416090053732411,0.2878023723291566,0.008867772121641,4i-melanoma-8h-48
598,w1ot,cisplatin,8,0.7943265988467164,0.2964760963688642,0.0036852606850669,4i-melanoma-8h-48
599,w2ot,cisplatin,8,0.9146759709472576,0.2056805048129211,0.0029183210597462,4i-melanoma-8h-48
600,identity,erlotinib,8,0.531965553125199,0.5675136316597285,0.0084528728843361,4i-melanoma-8h-48
601,observed,erlotinib,8,0.9353523444434708,0.2472961599968949,0.002391442154738,4i-melanoma-8h-48
602,scgen,erlotinib,8,0.929889158756958,0.2332410421904178,0.0099296785704221,4i-melanoma-8h-48
603,w1ot,erlotinib,8,0.8713102771274315,0.3190979224388219,0.003353890451354,4i-melanoma-8h-48
604,w2ot,erlotinib,8,0.9384642944928048,0.2123517101580922,0.0026973211760973,4i-melanoma-8h-48
605,identity,ixazomib,8,0.0007098339012988,1.965849893097236,0.0435937640252672,4i-melanoma-8h-48
606,observed,ixazomib,8,0.9909551279669262,0.1574200083789524,0.0022526751774215,4i-melanoma-8h-48
607,scgen,ixazomib,8,0.9045290141174838,0.5349096997186005,0.028192556684567,4i-melanoma-8h-48
608,w1ot,ixazomib,8,0.9649788435781076,0.321004546458677,0.0028968769789074,4i-melanoma-8h-48
609,w2ot,ixazomib,8,0.9540268826921234,0.4569650245396593,0.0042533086623553,4i-melanoma-8h-48
610,identity,dabrafenib,8,0.5108093910144531,0.7117993255620955,0.0090075068930778,4i-melanoma-8h-48
611,observed,dabrafenib,8,0.9889829064985506,0.0973571780076015,0.0017655270418424,4i-melanoma-8h-48
612,scgen,dabrafenib,8,0.8457004938099879,0.372181079838942,0.0068901190971165,4i-melanoma-8h-48
613,w1ot,dabrafenib,8,0.9650394705633852,0.1889285025458309,0.0021639874539042,4i-melanoma-8h-48
614,w2ot,dabrafenib,8,0.9631603651489892,0.1847419310458862,0.002425512979757,4i-melanoma-8h-48
615,identity,midostaurin,8,0.5515613921411185,0.9040137057914696,0.0194371804388637,4i-melanoma-8h-48
616,observed,midostaurin,8,0.9859333968878008,0.1494017647520806,0.0022613453354202,4i-melanoma-8h-48
617,scgen,midostaurin,8,0.872084642267553,0.4832719517037351,0.0084265744329174,4i-melanoma-8h-48
618,w1ot,midostaurin,8,0.978900426999994,0.2134910726724923,0.0027488762135352,4i-melanoma-8h-48
619,w2ot,midostaurin,8,0.9586523167126876,0.2596846380991102,0.0026303445687588,4i-melanoma-8h-48
620,identity,midostaurin,8,0.6038378732814096,0.850574033574295,0.0183776130343312,4i-melanoma-8h-48
621,observed,midostaurin,8,0.990739684517264,0.1155408616020941,0.0020304372106274,4i-melanoma-8h-48
622,scgen,midostaurin,8,0.8350588661366762,0.4851811015358951,0.0094124289308134,4i-melanoma-8h-48
623,w1ot,midostaurin,8,0.9687681382362784,0.2330762412121023,0.0028054010081977,4i-melanoma-8h-48
624,w2ot,midostaurin,8,0.9712690092789344,0.2227085598421026,0.0029516873515473,4i-melanoma-8h-48
625,identity,olaparib,8,0.5429233248826316,0.4536854354239091,0.0066070684521437,4i-melanoma-8h-48
626,observed,olaparib,8,0.9321220846603666,0.1319996782181184,0.0023105642696359,4i-melanoma-8h-48
627,scgen,olaparib,8,0.7864059311802801,0.2738808833385008,0.0072191820169931,4i-melanoma-8h-48
628,w1ot,olaparib,8,0.8265425633447341,0.2716701856984228,0.0031881054298624,4i-melanoma-8h-48
629,w2ot,olaparib,8,0.7842463704180813,0.2649648514269789,0.0030828509312067,4i-melanoma-8h-48
630,identity,staurosporine,8,0.0117953747759744,4.983434134123487,0.1705074604120703,4i-melanoma-8h-48
631,observed,staurosporine,8,0.9992157605160558,0.1476157566076164,0.0023379631470563,4i-melanoma-8h-48
632,scgen,staurosporine,8,0.9913099219698688,0.4699972611930413,0.0537344419160396,4i-melanoma-8h-48
633,w1ot,staurosporine,8,0.9972655192474104,0.5570698385590475,0.0057406419940537,4i-melanoma-8h-48
634,w2ot,staurosporine,8,0.9974601063334856,0.2693948562588732,0.0108805135760159,4i-melanoma-8h-48
635,identity,cisplatin,8,0.6851040656243476,0.3434155395903524,0.0042383545496583,4i-melanoma-8h-48
636,observed,cisplatin,8,0.8820658903893276,0.2710812595023104,0.0027876592812026,4i-melanoma-8h-48
637,scgen,cisplatin,8,0.9499331381653536,0.1508688266721488,0.0044361714439027,4i-melanoma-8h-48
638,w1ot,cisplatin,8,0.9524812088286504,0.1412481398569547,0.0019687852896477,4i-melanoma-8h-48
639,w2ot,cisplatin,8,0.9644484837838476,0.1341206332478252,0.0020703427144593,4i-melanoma-8h-48
640,identity,sec.abcl,8,0.3466582320528497,3.012124131813408,0.1635767657938054,4i-melanoma-8h-48
641,observed,sec.abcl,8,0.9988012259999824,0.0968828541921931,0.0012752621430382,4i-melanoma-8h-48
642,scgen,sec.abcl,8,0.6782926869530076,1.59249897373079,0.0904254364546054,4i-melanoma-8h-48
643,w1ot,sec.abcl,8,0.9989364953682917,0.141412595111888,0.0029044995554598,4i-melanoma-8h-48
644,w2ot,sec.abcl,8,0.9988788033778464,0.1584339864216592,0.005361116072966,4i-melanoma-8h-48
645,identity,lenalidomide,8,0.8097119379076052,0.3690079540408343,0.004658579156383,4i-melanoma-8h-48
646,observed,lenalidomide,8,0.9877918915527468,0.0770336356422466,0.0021682412866076,4i-melanoma-8h-48
647,scgen,lenalidomide,8,0.9032283881645912,0.2402615008395022,0.0041946011010501,4i-melanoma-8h-48
648,w1ot,lenalidomide,8,0.9350327692142968,0.2139584627495889,0.0026178076592919,4i-melanoma-8h-48
649,w2ot,lenalidomide,8,0.9711452765785796,0.1669642643117143,0.0026497736112838,4i-melanoma-8h-48
650,identity,sorafenib,8,0.1479368889201024,1.1161507509148811,0.0230182866884806,4i-melanoma-8h-48
651,observed,sorafenib,8,0.979464354925118,0.1757070071691263,0.002060997465552,4i-melanoma-8h-48
652,scgen,sorafenib,8,0.9858981883174855,0.1564814788320559,0.00829855566306,4i-melanoma-8h-48
653,w1ot,sorafenib,8,0.9488900962080216,0.2778697888062982,0.0028170324514865,4i-melanoma-8h-48
654,w2ot,sorafenib,8,0.9328489838163718,0.3131305374314999,0.00314600201532,4i-melanoma-8h-48
655,identity,panobinostat,8,0.6141800867350469,0.8246752977051038,0.0201271522769217,4i-melanoma-8h-48
656,observed,panobinostat,8,0.983065824287988,0.1650436242831842,0.0023393453205543,4i-melanoma-8h-48
657,scgen,panobinostat,8,0.7509081412835701,0.570128702714103,0.0133409621889255,4i-melanoma-8h-48
658,w1ot,panobinostat,8,0.9233733773703092,0.3427378490427915,0.0038821622340734,4i-melanoma-8h-48
659,w2ot,panobinostat,8,0.9122088189338168,0.3554740990947614,0.0053245061963453,4i-melanoma-8h-48
660,identity,trametinib,8,0.3381279335571932,1.4891587394009251,0.0480456348062378,4i-melanoma-8h-48
661,observed,trametinib,8,0.9655630896668106,0.3272669076625409,0.0026609508732208,4i-melanoma-8h-48
662,scgen,trametinib,8,0.9039612424635304,0.5447850495484491,0.0098900245720534,4i-melanoma-8h-48
663,w1ot,trametinib,8,0.992396329127106,0.1686491913082127,0.0022292214856712,4i-melanoma-8h-48
664,w2ot,trametinib,8,0.9873267029047992,0.1947212550112376,0.0024035302697864,4i-melanoma-8h-48
665,identity,melphalan,8,0.6080901290430828,0.4546024778943749,0.004716900802418,4i-melanoma-8h-48
666,observed,melphalan,8,0.7730036932986494,0.3171788418572039,0.0025525045066752,4i-melanoma-8h-48
667,scgen,melphalan,8,0.8823603786972334,0.2053946233547912,0.0052210095726635,4i-melanoma-8h-48
668,w1ot,melphalan,8,0.7235912942925087,0.3607452274254307,0.0032129433266119,4i-melanoma-8h-48
669,w2ot,melphalan,8,0.7815271069859843,0.323868503968828,0.0031171270062934,4i-melanoma-8h-48
670,identity,crizotinib,8,0.0003507578709733,2.8188510703085243,0.0659120188133969,4i-melanoma-8h-48
671,observed,crizotinib,8,0.9979218960158268,0.1145084659448553,0.0023268084230937,4i-melanoma-8h-48
672,scgen,crizotinib,8,0.9429473842579782,0.7494239065322198,0.0454090512356712,4i-melanoma-8h-48
673,w1ot,crizotinib,8,0.9959459781280696,0.2483110756664225,0.003716223191271,4i-melanoma-8h-48
674,w2ot,crizotinib,8,0.9840464118121712,0.3908723200095131,0.0037587315862822,4i-melanoma-8h-48
675,identity,trametinib,8,0.1618669980597687,1.510947297195349,0.0431323441215118,4i-melanoma-8h-48
676,observed,trametinib,8,0.9947995966297136,0.1253915541850202,0.0020928390028586,4i-melanoma-8h-48
677,scgen,trametinib,8,0.7955713369093299,0.7340949766506718,0.0211423485832127,4i-melanoma-8h-48
678,w1ot,trametinib,8,0.9860985854270564,0.2563357354222377,0.00361392174404,4i-melanoma-8h-48
679,w2ot,trametinib,8,0.9902631221313012,0.168969097614363,0.0049503096886318,4i-melanoma-8h-48
680,identity,dabrafenib,8,0.6855278403230843,0.6262023632711211,0.0089151917118909,4i-melanoma-8h-48
681,observed,dabrafenib,8,0.9788920556826172,0.1452499372324299,0.0020732153018931,4i-melanoma-8h-48
682,scgen,dabrafenib,8,0.8226355367261244,0.4151353427084109,0.00863398149348,4i-melanoma-8h-48
683,w1ot,dabrafenib,8,0.9402497741760748,0.2619513931359542,0.0030929314438203,4i-melanoma-8h-48
684,w2ot,dabrafenib,8,0.9549597090958708,0.2020911521305547,0.0026025492100108,4i-melanoma-8h-48
685,identity,trametinib,8,0.2804221338460118,1.4368007893567816,0.040400328347471,4i-melanoma-8h-48
686,observed,trametinib,8,0.9901679923727598,0.1672372081422967,0.0020994995771392,4i-melanoma-8h-48
687,scgen,trametinib,8,0.8398001818914064,0.6491466599593225,0.0210458522170016,4i-melanoma-8h-48
688,w1ot,trametinib,8,0.9732035224884916,0.2701825660614777,0.0029157519775688,4i-melanoma-8h-48
689,w2ot,trametinib,8,0.9800985410276136,0.275462754804293,0.0057506534513125,4i-melanoma-8h-48
690,identity,sec.abcl,8,0.4342450647843182,2.946996610725113,0.1621464085919746,4i-melanoma-8h-48
691,observed,sec.abcl,8,0.9994621808162092,0.0683555369169908,0.0013517230481366,4i-melanoma-8h-48
692,scgen,sec.abcl,8,0.8607967239137314,0.9803157532009876,0.0392491889156925,4i-melanoma-8h-48
693,w1ot,sec.abcl,8,0.999182583436422,0.1023403911070891,0.0025542678865902,4i-melanoma-8h-48
694,w2ot,sec.abcl,8,0.9978880359344172,0.1247926863945026,0.0048636121276718,4i-melanoma-8h-48
695,identity,decitabine,8,0.7189233053275953,0.3149103299514428,0.0039186955029107,4i-melanoma-8h-48
696,observed,decitabine,8,0.9181711303861678,0.1933567315880286,0.0022110184511912,4i-melanoma-8h-48
697,scgen,decitabine,8,0.9142596673545,0.1615967002933588,0.0062920064390475,4i-melanoma-8h-48
698,w1ot,decitabine,8,0.8712444264272058,0.1867157423792368,0.002701495119911,4i-melanoma-8h-48
699,w2ot,decitabine,8,0.8820970654367368,0.1773723757313623,0.002373613086552,4i-melanoma-8h-48
700,identity,panobinostat,8,0.5289014557654477,0.8369187355184554,0.0188569467925926,4i-melanoma-8h-48
701,observed,panobinostat,8,0.9533549678741184,0.2398787892723215,0.002141259151567,4i-melanoma-8h-48
702,scgen,panobinostat,8,0.8157410413676696,0.477540142806153,0.0134246886047369,4i-melanoma-8h-48
703,w1ot,panobinostat,8,0.9299023373391436,0.2959411177877178,0.0033784442245535,4i-melanoma-8h-48
704,w2ot,panobinostat,8,0.9418203725718606,0.2880517951134218,0.0049348239015823,4i-melanoma-8h-48
705,identity,pomalidomide,8,0.0356482740959215,1.8523265703024776,0.0430408672065091,4i-melanoma-8h-48
706,observed,pomalidomide,8,0.965669891526008,0.3036800252384648,0.0028318085723026,4i-melanoma-8h-48
707,scgen,pomalidomide,8,0.8335297375035382,0.6778197392256896,0.033212106266545,4i-melanoma-8h-48
708,w1ot,pomalidomide,8,0.9277911482010984,0.4384816533454404,0.0039097619226991,4i-melanoma-8h-48
709,w2ot,pomalidomide,8,0.9499680640334036,0.36477950973673,0.0039300632471297,4i-melanoma-8h-48
710,identity,everolimus,8,0.3757209734435262,0.8889450718565778,0.013566893754004,4i-melanoma-8h-48
711,observed,everolimus,8,0.9671261814439338,0.2851222710957236,0.0024234088284516,4i-melanoma-8h-48
712,scgen,everolimus,8,0.9284541492306684,0.3848617332210119,0.0172719269426995,4i-melanoma-8h-48
713,w1ot,everolimus,8,0.9618758314713004,0.2280277348698492,0.0031697718141086,4i-melanoma-8h-48
714,w2ot,everolimus,8,0.9722919762579648,0.2552045955870031,0.0033340831946859,4i-melanoma-8h-48
715,identity,regorafenib,8,0.1205364091888663,1.3967220539941927,0.0353228040154071,4i-melanoma-8h-48
716,observed,regorafenib,8,0.9929535634778428,0.1250318302934957,0.0019243544436545,4i-melanoma-8h-48
717,scgen,regorafenib,8,0.9604670342184328,0.2961811312071868,0.0112407351350362,4i-melanoma-8h-48
718,w1ot,regorafenib,8,0.9906845245557224,0.1509453229624563,0.0024939947663256,4i-melanoma-8h-48
719,w2ot,regorafenib,8,0.988772449573516,0.1856983360183028,0.0032115109958846,4i-melanoma-8h-48
720,identity,panobinostat,8,0.4771673304869851,0.8189784896072624,0.0182724900022286,4i-melanoma-8h-48
721,observed,panobinostat,8,0.9891497938224518,0.1117112594853046,0.0020092752683515,4i-melanoma-8h-48
722,scgen,panobinostat,8,0.826612058075763,0.4333258068264914,0.0121825444860346,4i-melanoma-8h-48
723,w1ot,panobinostat,8,0.9410333498948864,0.2737899365147392,0.0030471561314139,4i-melanoma-8h-48
724,w2ot,panobinostat,8,0.94265831326671,0.2797832476260885,0.0065711450551727,4i-melanoma-8h-48
725,identity,olaparib,8,0.5776633452166839,0.3673121515799226,0.0042400180573438,4i-melanoma-8h-48
726,observed,olaparib,8,0.9300215671381018,0.146222538176323,0.0019251731223651,4i-melanoma-8h-48
727,scgen,olaparib,8,0.8874021886120316,0.1853329140161894,0.0046951638773488,4i-melanoma-8h-48
728,w1ot,olaparib,8,0.878321062749704,0.2014951577701691,0.0023313935376573,4i-melanoma-8h-48
729,w2ot,olaparib,8,0.7972396243864299,0.2388425099238385,0.0025519873836763,4i-melanoma-8h-48
730,identity,staurosporine,8,0.0042079823156262,4.901671288193112,0.1721968835777617,4i-melanoma-8h-48
731,observed,staurosporine,8,0.9973324848300412,0.2418866002981786,0.0026628886560553,4i-melanoma-8h-48
732,scgen,staurosporine,8,0.9924240906794416,0.4253708806586933,0.0491431488506508,4i-melanoma-8h-48
733,w1ot,staurosporine,8,0.9963288988817824,0.3749485293074514,0.0040093404756927,4i-melanoma-8h-48
734,w2ot,staurosporine,8,0.9983714402482164,0.1946901323814756,0.0068293184782322,4i-melanoma-8h-48
735,identity,ixazomib,8,0.0012589400530851,1.8986885475701416,0.0412822838468032,4i-melanoma-8h-48
736,observed,ixazomib,8,0.9898122521077836,0.169619350314336,0.0021687816985247,4i-melanoma-8h-48
737,scgen,ixazomib,8,0.8993909046006882,0.5272024144720596,0.0300024596562525,4i-melanoma-8h-48
738,w1ot,ixazomib,8,0.9727893526642268,0.4749564461333883,0.0048310682252052,4i-melanoma-8h-48
739,w2ot,ixazomib,8,0.992489432035656,0.1643953433984038,0.0037918917547074,4i-melanoma-8h-48
740,identity,pomalidomide,8,0.0232313718931167,1.898800440442885,0.046923406481042,4i-melanoma-8h-48
741,observed,pomalidomide,8,0.991289316112228,0.146058364539196,0.0022778843605225,4i-melanoma-8h-48
742,scgen,pomalidomide,8,0.8315583021826525,0.7096912251052585,0.0264735266394399,4i-melanoma-8h-48
743,w1ot,pomalidomide,8,0.9818868458982848,0.3723687555332763,0.0039763856580282,4i-melanoma-8h-48
744,w2ot,pomalidomide,8,0.9849802286589662,0.1919369430222358,0.0043741316960221,4i-melanoma-8h-48
745,identity,panobinostat,8,0.5460643205127519,0.9489903541276974,0.020012283812925,4i-melanoma-8h-48
746,observed,panobinostat,8,0.9792653273341532,0.1813021176491908,0.002283951654641,4i-melanoma-8h-48
747,scgen,panobinostat,8,0.6808298570933752,0.6510620543640961,0.013995486832932,4i-melanoma-8h-48
748,w1ot,panobinostat,8,0.9641340535740084,0.3174912178460105,0.0038369876868514,4i-melanoma-8h-48
749,w2ot,panobinostat,8,0.9687466595523668,0.2231769543546845,0.0043393707807621,4i-melanoma-8h-48
750,identity,erlotinib,8,0.5994082379290557,0.4871816915026259,0.0066286985282101,4i-melanoma-8h-48
751,observed,erlotinib,8,0.9745544510375193,0.1258934990394995,0.0021839046054136,4i-melanoma-8h-48
752,scgen,erlotinib,8,0.8870145417083317,0.2755824916385945,0.0094315956641386,4i-melanoma-8h-48
753,w1ot,erlotinib,8,0.9107837523606616,0.2600823058156586,0.0026531588866916,4i-melanoma-8h-48
754,w2ot,erlotinib,8,0.9249795628729292,0.2697908580472534,0.0032686008058694,4i-melanoma-8h-48
755,identity,midostaurin,8,0.5680054001597941,0.9017253084623228,0.0201025059514009,4i-melanoma-8h-48
756,observed,midostaurin,8,0.9819758809556632,0.1736101535944272,0.0019873120694398,4i-melanoma-8h-48
757,scgen,midostaurin,8,0.88966718628529,0.4346719149079657,0.0077422564647697,4i-melanoma-8h-48
758,w1ot,midostaurin,8,0.9806861095350864,0.3321996502218904,0.0039700926378723,4i-melanoma-8h-48
759,w2ot,midostaurin,8,0.9787186109305244,0.1990329955042032,0.0025388161761202,4i-melanoma-8h-48
760,identity,dasatinib,8,0.0186614749872961,1.803022835273412,0.0255713362287784,4i-melanoma-8h-48
761,observed,dasatinib,8,0.9877182061890164,0.2548295530334626,0.0024343163120856,4i-melanoma-8h-48
762,scgen,dasatinib,8,0.8923812908991308,0.6132709899554756,0.0489491379576646,4i-melanoma-8h-48
763,w1ot,dasatinib,8,0.9773294364512594,0.4750117485033549,0.0048441999885564,4i-melanoma-8h-48
764,w2ot,dasatinib,8,0.9763377257056556,0.4198154037176625,0.0056824837448279,4i-melanoma-8h-48
765,identity,paclitaxel,8,0.0032523407432803,2.5521500946587388,0.0558733370989965,4i-melanoma-8h-48
766,observed,paclitaxel,8,0.9937266275763724,0.2417252292786139,0.0025060175048485,4i-melanoma-8h-48
767,scgen,paclitaxel,8,0.9379751348235608,0.5685368320218784,0.0330540413461372,4i-melanoma-8h-48
768,w1ot,paclitaxel,8,0.9878684043133472,0.5517581477823563,0.0037167883103847,4i-melanoma-8h-48
769,w2ot,paclitaxel,8,0.9831256515752332,0.3230551065931533,0.0033059810078314,4i-melanoma-8h-48
770,identity,melphalan,8,0.5952599765115147,0.3834973841969729,0.0045290006590618,4i-melanoma-8h-48
771,observed,melphalan,8,0.9227769216245498,0.1642015377937758,0.0023267283188747,4i-melanoma-8h-48
772,scgen,melphalan,8,0.756814096722019,0.2726303948261773,0.0071942137394748,4i-melanoma-8h-48
773,w1ot,melphalan,8,0.691913181701944,0.3244938962163501,0.003060062776715,4i-melanoma-8h-48
774,w2ot,melphalan,8,0.6547834008426373,0.351088430160292,0.003898515276861,4i-melanoma-8h-48
775,identity,panobinostat,8,0.4995969824916696,0.8491560058591496,0.0189064703526966,4i-melanoma-8h-48
776,observed,panobinostat,8,0.9910972104566732,0.1127483184642153,0.0020635390303462,4i-melanoma-8h-48
777,scgen,panobinostat,8,0.8897187994234428,0.3693657194369787,0.0143109378361046,4i-melanoma-8h-48
778,w1ot,panobinostat,8,0.9692328266849408,0.1989952318429113,0.0029524665206352,4i-melanoma-8h-48
779,w2ot,panobinostat,8,0.9676490308216168,0.196745007018372,0.0046029940440418,4i-melanoma-8h-48
780,identity,ulixertinib,8,0.2933071944023494,1.710098593758405,0.0540903111690021,4i-melanoma-8h-48
781,observed,ulixertinib,8,0.9906107562707392,0.1934841195515206,0.0021608752943698,4i-melanoma-8h-48
782,scgen,ulixertinib,8,0.9499522091597395,0.4305773350003319,0.0128953946486198,4i-melanoma-8h-48
783,w1ot,ulixertinib,8,0.9886402853609638,0.2946290649663597,0.0034237623191712,4i-melanoma-8h-48
784,w2ot,ulixertinib,8,0.9894991195046028,0.2274598078587269,0.0027513344406543,4i-melanoma-8h-48
785,identity,erlotinib,8,0.6730716409431787,0.4584860827563971,0.0065533473453575,4i-melanoma-8h-48
786,observed,erlotinib,8,0.9582546139259412,0.1614556541335476,0.0024642145937936,4i-melanoma-8h-48
787,scgen,erlotinib,8,0.8794411962211103,0.2807244315481195,0.0080398434544689,4i-melanoma-8h-48
788,w1ot,erlotinib,8,0.941934439455812,0.222942738136153,0.0028431794370246,4i-melanoma-8h-48
789,w2ot,erlotinib,8,0.913681145828299,0.2274148916003442,0.0028740992914931,4i-melanoma-8h-48
790,identity,ixazomib,8,0.0151708973502256,1.308207779554905,0.0230373108507176,4i-melanoma-8h-48
791,observed,ixazomib,8,0.9674593539812966,0.2300929200128123,0.0024143314536271,4i-melanoma-8h-48
